,tp,tn,fp,fn,precision,recall,specificity,accuracy,f1_score,balanced_accuracy,num_feat_missing,imputed,dataset,source,scenario,random_state,metric
59,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,17,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Housing_own', 'Housing_rent', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Installment_rate_in_percentage_of_disposable_income', 'Present_residence_since', 'Number_of_existing_credits_at_this_bank', 'Number_of_people_being_liable_to_provide_maintenance_for'] imputed",dt_perf,German Credit,Scenario 1: standard,2025,f1 score
60,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,18,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Housing_own', 'Housing_rent', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Installment_rate_in_percentage_of_disposable_income', 'Present_residence_since', 'Number_of_existing_credits_at_this_bank', 'Number_of_people_being_liable_to_provide_maintenance_for', 'Telephone_yes'] imputed",dt_perf,German Credit,Scenario 1: standard,2025,f1 score
61,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,19,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Housing_own', 'Housing_rent', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Installment_rate_in_percentage_of_disposable_income', 'Present_residence_since', 'Number_of_existing_credits_at_this_bank', 'Number_of_people_being_liable_to_provide_maintenance_for', 'Telephone_yes', 'Foreign_worker_yes'] imputed",dt_perf,German Credit,Scenario 1: standard,2025,f1 score
62,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,20,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Housing_own', 'Housing_rent', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Installment_rate_in_percentage_of_disposable_income', 'Present_residence_since', 'Number_of_existing_credits_at_this_bank', 'Number_of_people_being_liable_to_provide_maintenance_for', 'Telephone_yes', 'Foreign_worker_yes', 'Credit_amount'] imputed",dt_perf,German Credit,Scenario 1: standard,2025,f1 score
63,50,96,44,10,53.19,83.33,68.57,73.0,64.94,75.95,0,,rf_perf,German Credit,Scenario 1: standard,2025,f1 score
64,48,73,67,12,41.74,80.0,52.14,60.5,54.86,66.07,1,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
65,53,58,82,7,39.26,88.33,41.43,55.5,54.36,64.88,2,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
66,53,52,88,7,37.59,88.33,37.14,52.5,52.74,62.74,3,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
67,50,58,82,10,37.88,83.33,41.43,54.0,52.08,62.38,4,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
68,59,12,128,1,31.55,98.33,8.57,35.5,47.77,53.45,5,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
69,59,1,139,1,29.8,98.33,0.71,30.0,45.74,49.52,6,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
70,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,7,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
71,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,8,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
72,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,9,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
73,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,10,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
74,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,11,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
75,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,12,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Number_of_existing_credits_at_this_bank'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
76,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,13,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Number_of_existing_credits_at_this_bank', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
77,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,14,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Number_of_existing_credits_at_this_bank', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Present_residence_since'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
78,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,15,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Number_of_existing_credits_at_this_bank', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Present_residence_since', 'Housing_own', 'Housing_rent'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
79,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,16,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Number_of_existing_credits_at_this_bank', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Present_residence_since', 'Housing_own', 'Housing_rent', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
80,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,17,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Number_of_existing_credits_at_this_bank', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Present_residence_since', 'Housing_own', 'Housing_rent', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Installment_rate_in_percentage_of_disposable_income'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
81,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,18,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Number_of_existing_credits_at_this_bank', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Present_residence_since', 'Housing_own', 'Housing_rent', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Installment_rate_in_percentage_of_disposable_income', 'Number_of_people_being_liable_to_provide_maintenance_for'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
82,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,19,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Number_of_existing_credits_at_this_bank', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Present_residence_since', 'Housing_own', 'Housing_rent', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Installment_rate_in_percentage_of_disposable_income', 'Number_of_people_being_liable_to_provide_maintenance_for', 'Telephone_yes'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
83,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,20,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Age', 'Credit_amount', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Number_of_existing_credits_at_this_bank', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Present_residence_since', 'Housing_own', 'Housing_rent', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Installment_rate_in_percentage_of_disposable_income', 'Number_of_people_being_liable_to_provide_maintenance_for', 'Telephone_yes', 'Foreign_worker_yes'] imputed",rf_perf,German Credit,Scenario 1: standard,2025,f1 score
84,45,101,39,15,53.57,75.0,72.14,73.0,62.5,73.57,0,,gbt_perf,German Credit,Scenario 1: standard,2025,f1 score
85,44,89,51,16,46.32,73.33,63.57,66.5,56.77,68.45,1,['Duration'] imputed,gbt_perf,German Credit,Scenario 1: standard,2025,f1 score
86,40,97,43,20,48.19,66.67,69.29,68.5,55.94,67.98,2,"['Duration', 'Credit_amount'] imputed",gbt_perf,German Credit,Scenario 1: standard,2025,f1 score
